,Tên_xe,hãng_xe,link_bài_viết,loại_xe,nguồn_gốc,số_km_đã_lái,màu,số_ghế,dung_tích_xi_lanh,loại_nguyên_liệu,số_sàn_hay_tự_động,dẫn_động,giá,năm_sản_xuất
361,Xe Ford Fiesta S 1.0AT Ecoboost 2016,Ford,xe-ford-fiesta-s-1.0at-ecoboost-2016-4818819,Hatchback,Lắp ráp trong nước,"42,592 Km",Đỏ,5 chỗ,1.0 L,,Số tự động,FWD - Dẫn động cầu trước,75000000,2016
362,Xe Maserati Quattroporte 3.0 V6 2016,Maserati,xe-maserati-quattroporte-3.0-v6-2016-4844316,Sedan,Nhập khẩu,"21,000 Km",Xanh,5 chỗ,3.0 L,,Số tự động,RFD - Dẫn động cầu sau,3350000000,2016
363,Xe LandRover Range Rover Velar R-Dynamic SE 2.0 2021,LandRover,xe-landrover-range_rover_velar-r-dynamic-se-2.0-2021-3082618,SUV,Nhập khẩu,0 Km,Trắng,5 chỗ,2.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,5090000000,2021
364,Xe Mercedes Benz GLC 300 4Matic 2022,Mercedes Benz,xe-mercedes_benz-glc-300-4matic-2022-3855679,SUV,Lắp ráp trong nước,0 Km,Đỏ,5 chỗ,2.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,2569000000,2022
365,Xe Hyundai Tucson 2.0 ATH 2019,Hyundai,xe-hyundai-tucson-2.0-ath-2019-4727224,Crossover,Lắp ráp trong nước,"50,000 Km",Trắng,5 chỗ,2.0 L,,Số tự động,FWD - Dẫn động cầu trước,75000000,2019
366,Xe VinFast VF8 Eco 2023,VinFast,xe-vinfast-vf8-eco-2023-4815044,SUV,Lắp ráp trong nước,0 Km,Trắng,5 chỗ,0.2 L,,Số tự động,AWD - 4 bánh toàn thời gian,77000000,2023
367,Xe Hyundai SantaFe 2019,Hyundai,xe-hyundai-santafe--2019-4935592,SUV,Lắp ráp trong nước,"60,000 Km",Trắng,5 chỗ,,Xăng,Số tự động,4WD - Dẫn động 4 bánh,95000000,2019
368,Xe Hyundai i10 1.2 AT 2023,Hyundai,xe-hyundai-i10-1.2-at-2023-4841162,Hatchback,Lắp ráp trong nước,0 Km,Đỏ,5 chỗ,1.25 L,,Số tự động,FWD - Dẫn động cầu trước,18000000,2023
369,Xe Mazda cx3 Premium 1.5 AT 2021,Mazda,xe-mazda-cx3-premium-1.5-at-2021-4925356,Crossover,Nhập khẩu,886 Km,Xám,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,36000000,2021
370,Xe Ford Everest Wildtrak 2.0L 4x4 AT 2023,Ford,xe-ford-everest-wildtrak-2.0l-4x4-at-2023-4920469,SUV,Nhập khẩu,0 Km,Vàng,7 chỗ,2.0 L,,Số tự động,4WD - Dẫn động 4 bánh,1499000000,2023
371,Xe Mazda 2 1.5 AT 2016,Mazda,xe-mazda-2-1.5-at-2016-4927005,Sedan,Lắp ráp trong nước,0 Km,Trắng,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,95000000,2016
372,Xe Honda CRV L 2018,Honda,xe-honda-crv-l-2018-4836098,SUV,Nhập khẩu,"40,000 Km",Trắng,7 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,39000000,2018
373,Xe Kia Sorento DATH 2017,Kia,xe-kia-sorento-dath-2017-4903753,SUV,Lắp ráp trong nước,"55,000 Km",Xanh,7 chỗ,2.2 L,,Số tự động,FWD - Dẫn động cầu trước,99000000,2017
374,Xe Peugeot 408 Premium 2.0 AT 2014,Peugeot,xe-peugeot-408-premium-2.0-at-2014-4896729,Sedan,Lắp ráp trong nước,"101,000 Km",Trắng,5 chỗ,2.0 L,,Số tự động,FWD - Dẫn động cầu trước,15000000,2014
375,Xe Ford EcoSport Titanium 1.5L AT 2015,Ford,xe-ford-ecosport-titanium-1.5l-at-2015-4871368,SUV,Lắp ráp trong nước,"56,000 Km",Trắng,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,95000000,2015
376,Xe Mitsubishi Outlander 2.0 CVT Premium 2020,Mitsubishi,xe-mitsubishi-outlander-2.0-cvt-premium-2020-4914377,SUV,Lắp ráp trong nước,"42,000 Km",Đỏ,7 chỗ,2.0 L,,Số tự động,FWD - Dẫn động cầu trước,59000000,2020
377,Xe BMW 3 Series 328i Gran Turismo 2015,BMW,xe-bmw-3_series-328i-gran-turismo-2015-4935589,Sedan,Nhập khẩu,"34,000 Km",Vàng,5 chỗ,,Xăng,Số tự động,RFD - Dẫn động cầu sau,99000000,2015
378,Xe Mitsubishi Outlander 2.0 CVT 2018,Mitsubishi,xe-mitsubishi-outlander-2.0-cvt-2018-4914345,SUV,Lắp ráp trong nước,"41,000 Km",Xám,7 chỗ,2.0 L,,Số tự động,FWD - Dẫn động cầu trước,39000000,2018
379,Xe Mitsubishi Pajero Sport D 4x2 MT 2017,Mitsubishi,xe-mitsubishi-pajero-sport-d-4x2-mt-2017-4914166,SUV,Lắp ráp trong nước,0 Km,Trắng,7 chỗ,2.5 L,,Số tay,RFD - Dẫn động cầu sau,39000000,2017
380,Xe Toyota Yaris 1.5G 2017,Toyota,xe-toyota-yaris-1.5g-2017-4737994,Hatchback,Nhập khẩu,"41,000 Km",Trắng,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,85000000,2017
381,Xe Toyota Sienna LE 3.5 2011,Toyota,xe-toyota-sienna-le-3.5-2011-4547898,Van/Minivan,Nhập khẩu,"55,000 Km",Vàng,7 chỗ,3.5 L,,Số tự động,FWD - Dẫn động cầu trước,90000000,2011
382,Xe Mitsubishi Outlander Premium 2.0 CVT 2021,Mitsubishi,xe-mitsubishi-outlander-premium-2.0-cvt-2021-4904151,SUV,Lắp ráp trong nước,0 Km,Đen,7 chỗ,2.0 L,,Số tự động,FWD - Dẫn động cầu trước,8000000,2021
383,Xe Mazda CX5 2.0 AT 2015,Mazda,xe-mazda-cx5-2.0-at-2015-4815733,SUV,Lắp ráp trong nước,0 Km,Trắng,5 chỗ,2.0 L,,Số tự động,FWD - Dẫn động cầu trước,35000000,2015
384,Xe VinFast VF8 Plus 2023,VinFast,xe-vinfast-vf8-plus-2023-4815120,SUV,Lắp ráp trong nước,0 Km,Đen,5 chỗ,0.2 L,,Số tự động,AWD - 4 bánh toàn thời gian,57000000,2023
385,Xe Ford Fiesta S 1.0AT Ecoboost 2016,Ford,xe-ford-fiesta-s-1.0at-ecoboost-2016-4915346,Hatchback,Lắp ráp trong nước,"58,197 Km",Đỏ,5 chỗ,1.0 L,,Số tự động,FWD - Dẫn động cầu trước,69000000,2016
386,Xe Mercedes Benz E class E200 Exclusive 2021,Mercedes Benz,xe-mercedes_benz-e_class-e200-exclusive-2021-4890034,Sedan,Lắp ráp trong nước,"22,000 Km",Xanh,5 chỗ,2.0 L,,Số tự động,RFD - Dẫn động cầu sau,1999000000,2021
387,Xe Ford Everest Titanium 2.0L 4x2 AT 2023,Ford,xe-ford-everest-titanium-2.0l-4x2-at-2023-4779763,SUV,Nhập khẩu,0 Km,Đỏ,7 chỗ,2.0 L,,Số tự động,RFD - Dẫn động cầu sau,1276000000,2023
388,Xe Mitsubishi Xpander Premium 1.5 AT 2022,Mitsubishi,xe-mitsubishi-xpander-premium-1.5-at-2022-4450877,SUV,Nhập khẩu,0 Km,Nâu,7 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,48000000,2022
389,Xe Mercedes Benz S class S450L 2020,Mercedes Benz,xe-mercedes_benz-s_class-s450l-2020-4898297,Sedan,Lắp ráp trong nước,"22,000 Km",Trắng,5 chỗ,3.0 L,,Số tự động,RFD - Dẫn động cầu sau,3250000000,2020
390,Xe Toyota Camry 2.5Q 2020,Toyota,xe-toyota-camry-2.5q-2020-4921515,Sedan,Nhập khẩu,"390,000 Km",Trắng,5 chỗ,2.5 L,,Số tự động,FWD - Dẫn động cầu trước,1050000000,2020
391,Xe Lexus RX 350 2019,Lexus,xe-lexus-rx-350-2019-4932752,SUV,Nhập khẩu,"42,000 Km",Trắng,5 chỗ,,Xăng,Số tự động,4WD - Dẫn động 4 bánh,3420000000,2019
392,Xe VinFast Lux A 2.0 Plus 2.0 AT 2020,VinFast,xe-vinfast-lux_a_2.0-plus-2.0-at-2020-4910860,Sedan,Lắp ráp trong nước,"20,000 Km",Xanh,5 chỗ,2.0 L,,Số tự động,RFD - Dẫn động cầu sau,55000000,2020
393,Xe BMW 3 Series 320i 2016,BMW,xe-bmw-3_series-320i-2016-4873492,Sedan,Nhập khẩu,"53,000 Km",Trắng,5 chỗ,2.0 L,,Số tự động,RFD - Dẫn động cầu sau,95000000,2016
394,Xe Mercedes Benz GLC 300 4Matic 2018,Mercedes Benz,xe-mercedes_benz-glc-300-4matic-2018-4885544,SUV,Lắp ráp trong nước,"50,000 Km",Trắng,5 chỗ,2.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,1490000000,2018
395,Xe Toyota Prado VX 2.7L 2018,Toyota,xe-toyota-prado-vx-2.7l-2018-4930456,SUV,Nhập khẩu,"50,000 Km",Đen,7 chỗ,2.7 L,,Số tự động,4WD - Dẫn động 4 bánh,1888000000,2018
396,Xe Mazda CX5 2.0 Premium 2020,Mazda,xe-mazda-cx5-2.0-premium-2020-4931971,SUV,Lắp ráp trong nước,"19,000 Km",Đỏ,5 chỗ,2.0 L,,Số tự động,FWD - Dẫn động cầu trước,88000000,2020
397,Xe Peugeot 3008 GT 2022,Peugeot,xe-peugeot-3008-gt-2022-4884873,Crossover,Lắp ráp trong nước,0 Km,Đỏ,5 chỗ,1.6 L,,Số tự động,FWD - Dẫn động cầu trước,1209000000,2022
398,Xe Ford Focus Trend 1.5L 2019,Ford,xe-ford-focus-trend-1.5l-2019-4877473,Hatchback,Lắp ráp trong nước,"45,000 Km",Xám,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,65000000,2019
399,Xe Mercedes Benz GLC 300 2021,Mercedes Benz,xe-mercedes_benz-glc-300-2021-4933779,SUV,Lắp ráp trong nước,"10,000 Km",Trắng,5 chỗ,,Xăng,Số tự động,AWD - 4 bánh toàn thời gian,2068000000,2021
400,Xe Mercedes Benz GLC 300 2021,Mercedes Benz,xe-mercedes_benz-glc-300-2021-4933779,SUV,Lắp ráp trong nước,"10,000 Km",Trắng,5 chỗ,,Xăng,Số tự động,AWD - 4 bánh toàn thời gian,2068000000,2021
401,Xe Mercedes Benz E class E200 2018,Mercedes Benz,xe-mercedes_benz-e_class-e200-2018-4934868,Sedan,Lắp ráp trong nước,"50,000 Km",Trắng,5 chỗ,2.0 L,,Số tự động,RFD - Dẫn động cầu sau,1320000000,2018
402,Xe Ford Territory Titanium X 1.5 AT 2023,Ford,xe-ford-territory-titanium-x-1.5-at-2023-4669498,SUV,Lắp ráp trong nước,0 Km,Đỏ,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,90000000,2023
403,Xe Toyota Camry 2.4G 2010,Toyota,xe-toyota-camry-2.4g-2010-4935356,Sedan,Lắp ráp trong nước,"120,000 Km",Đen,4 chỗ,,Xăng,Số tự động,-,92000000,2010
404,Xe Mercedes Benz GLC 300 4Matic 2022,Mercedes Benz,xe-mercedes_benz-glc-300-4matic-2022-4935180,SUV,Lắp ráp trong nước,"13,000 Km",Xanh,5 chỗ,,Xăng,Số tự động,-,2299000000,2022
405,Xe Ford Territory Titanium X 1.5 AT 2023,Ford,xe-ford-territory-titanium-x-1.5-at-2023-4923221,SUV,Lắp ráp trong nước,0 Km,Đen,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,99000000,2023
406,Xe BMW 3 Series 320i 2018,BMW,xe-bmw-3_series-320i-2018-4581795,Sedan,Nhập khẩu,"48,000 Km",Đen,5 chỗ,2.0 L,,Số tự động,RFD - Dẫn động cầu sau,69000000,2018
407,Xe Mitsubishi Xpander Cross 1.5 AT 2023,Mitsubishi,xe-mitsubishi-xpander-cross-1.5-at-2023-4879969,SUV,Nhập khẩu,0 Km,Xám,7 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,70000000,2023
408,Xe Mercedes Benz GLC 300 4Matic 2021,Mercedes Benz,xe-mercedes_benz-glc-300-4matic-2021-4903348,SUV,Lắp ráp trong nước,0 Km,Trắng,5 chỗ,2.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,2039000000,2021
409,Xe Mercedes Benz GLC 300 4Matic 2023,Mercedes Benz,xe-mercedes_benz-glc-300-4matic-2023-4859649,SUV,Lắp ráp trong nước,0 Km,Trắng,5 chỗ,2.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,2499000000,2023
410,Xe Mercedes Benz GLS 450 4Matic 2022,Mercedes Benz,xe-mercedes_benz-gls-450-4matic-2022-4022908,SUV,Nhập khẩu,0 Km,Đen,7 chỗ,3.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,5309000000,2022
411,Xe Mazda 2 Luxury 2020,Mazda,xe-mazda-2-luxury-2020-4910746,Sedan,Nhập khẩu,"20,000 Km",Trắng,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,75000000,2020
412,Xe Mitsubishi Xpander Premium 1.5 AT 2023,Mitsubishi,xe-mitsubishi-xpander-premium-1.5-at-2023-4435999,SUV,Nhập khẩu,0 Km,Trắng,7 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,48000000,2023
413,Xe BMW 5 Series 520i 2016,BMW,xe-bmw-5_series-520i-2016-4889913,Sedan,Nhập khẩu,"43,000 Km",Đen,5 chỗ,2.0 L,,Số tự động,RFD - Dẫn động cầu sau,90000000,2016
414,Xe Ford Everest Titanium 2.0L 4x2 AT 2021,Ford,xe-ford-everest-titanium-2.0l-4x2-at-2021-4802922,SUV,Nhập khẩu,"30,000 Km",Đen,7 chỗ,2.0 L,,Số tự động,RFD - Dẫn động cầu sau,99000000,2021
415,Xe Mazda cx3 Luxury 1.5 AT 2023,Mazda,xe-mazda-cx3-luxury-1.5-at-2023-3861037,Crossover,Nhập khẩu,0 Km,Đỏ,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,20000000,2023
416,Xe Ford Territory Titanium X 2023,Ford,xe-ford-territory-titanium-x-2023-4935510,Crossover,Lắp ráp trong nước,0 Km,Trắng,5 chỗ,,Xăng,Số tự động,FWD - Dẫn động cầu trước,90000000,2023
417,Xe Toyota Yaris 1.3 AT 2009,Toyota,xe-toyota-yaris-1.3-at-2009-4926923,Hatchback,Nhập khẩu,"100,000 Km",Trắng,5 chỗ,1.3 L,,Số tự động,FWD - Dẫn động cầu trước,99000000,2009
418,Xe Toyota Yaris G 1.5 AT 2021,Toyota,xe-toyota-yaris-g-1.5-at-2021-4922803,Hatchback,Nhập khẩu,"10,000 Km",Đỏ,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,19000000,2021
419,Xe Hyundai SantaFe Cao cấp 2.2L HTRAC 2022,Hyundai,xe-hyundai-santafe-cao-cap-2.2l-htrac-2022-4920271,SUV,Lắp ráp trong nước,0 Km,Đen,7 chỗ,2.2 L,,Số tự động,AWD - 4 bánh toàn thời gian,1190000000,2022
420,Xe Toyota Land Cruiser 3.5 V6 2023,Toyota,xe-toyota-land_cruiser-3.5-v6-2023-4922262,SUV,Nhập khẩu,0 Km,Đen,7 chỗ,3.4 L,,Số tự động,AWD - 4 bánh toàn thời gian,4286000000,2023
421,Xe Mitsubishi Pajero 3.5 2001,Mitsubishi,xe-mitsubishi-pajero-3.5-2001-4634827,SUV,Nhập khẩu,"150,000 Km",Xanh,9 chỗ,3.5 L,,Số tay,4WD - Dẫn động 4 bánh,65000000,2001
422,Xe Isuzu Dmax LS 1.9L 4x2 AT 2023,Isuzu,xe-isuzu-dmax-ls-1.9l-4x2-at-2023-4438456,Bán tải / Pickup,Nhập khẩu,0 Km,Trắng,5 chỗ,1.9 L,,Số tự động,RFD - Dẫn động cầu sau,30000000,2023
423,Xe Ford Everest Ambiente 2.0L 4x2 AT 2023,Ford,xe-ford-everest-ambiente-2.0l-4x2-at-2023-4923842,SUV,Nhập khẩu,0 Km,Đen,7 chỗ,2.0 L,,Số tự động,RFD - Dẫn động cầu sau,1069000000,2023
424,Xe Toyota Innova 2.0E 2014,Toyota,xe-toyota-innova-2.0e-2014-4765183,Crossover,Lắp ráp trong nước,0 Km,Bạc,8 chỗ,2.0 L,,Số tay,RFD - Dẫn động cầu sau,80000000,2014
425,Xe VinFast VF8 Eco 2023,VinFast,xe-vinfast-vf8-eco-2023-4815057,SUV,Lắp ráp trong nước,0 Km,Đỏ,5 chỗ,0.2 L,,Số tự động,AWD - 4 bánh toàn thời gian,77000000,2023
426,Xe Suzuki Super Carry Truck 1.0 MT 2022,Suzuki,xe-suzuki-super_carry_truck-1.0-mt-2022-17042,Truck,Lắp ráp trong nước,0 Km,Trắng,2 chỗ,1.0 L,,Số tay,RFD - Dẫn động cầu sau,49000000,2022
427,Xe Isuzu QKR 270 2t8 2023,Isuzu,xe-isuzu-qkr-270-2t8-2023-4356592,Truck,Nhập khẩu,0 Km,Trắng,3 chỗ,3.0 L,,Số tay,RFD - Dẫn động cầu sau,65000000,2023
428,Xe Ford Everest 2022,Ford,xe-ford-everest--2022-4935009,SUV,Nhập khẩu,"7,000 Km",Đen,7 chỗ,,diesel,Số tự động,RFD - Dẫn động cầu sau,1245000000,2022
429,Xe Isuzu NPR 3.5 Tấn 2023,Isuzu,xe-isuzu-npr-3.5-tan-2023-4279506,Truck,Nhập khẩu,0 Km,Trắng,3 chỗ,3.0 L,,Số tay,RFD - Dẫn động cầu sau,15000000,2023
430,Xe Toyota Corolla Cross 1.8HV 2021,Toyota,xe-toyota-corolla_cross-1.8hv-2021-4935252,SUV,Nhập khẩu,"20,000 Km",Đỏ,5 chỗ,1.8 L,,Số tự động,FWD - Dẫn động cầu trước,10000000,2021
431,Xe VinFast Lux SA 2.0 Nâng cao 2022,VinFast,xe-vinfast-lux_sa_2.0-nang-cao-2022-4835487,SUV,Lắp ráp trong nước,"4,000 Km",Đỏ,7 chỗ,2.0 L,,Số tự động,RFD - Dẫn động cầu sau,40000000,2022
432,Xe Ford Focus Titanium 1.5L 2016,Ford,xe-ford-focus-titanium-1.5l-2016-4861094,Sedan,Lắp ráp trong nước,"110,000 Km",Đỏ,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,75000000,2016
433,Xe Hyundai i10 Grand 1.2 MT 2019,Hyundai,xe-hyundai-i10-grand-1.2-mt-2019-4883618,Sedan,Lắp ráp trong nước,"70,000 Km",Trắng,5 chỗ,1.25 L,,Số tay,FWD - Dẫn động cầu trước,35000000,2019
434,Xe Ford Ranger XLT 2.2L 4x4 MT 2012,Ford,xe-ford-ranger-xlt-2.2l-4x4-mt-2012-4868702,Bán tải / Pickup,Nhập khẩu,"150,000 Km",Xanh,5 chỗ,2.2 L,,Số tay,4WD - Dẫn động 4 bánh,85000000,2012
435,Xe Mercedes Benz S class S450L 2020,Mercedes Benz,xe-mercedes_benz-s_class-s450l-2020-4834871,Sedan,Lắp ráp trong nước,"1,000 Km",Trắng,5 chỗ,3.0 L,,Số tự động,RFD - Dẫn động cầu sau,3600000000,2020
436,Xe Honda Civic RS 1.5 AT 2023,Honda,xe-honda-civic-rs-1.5-at-2023-4841932,Sedan,Nhập khẩu,0 Km,Trắng,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,59000000,2023
437,Xe Hyundai i10 1.2 AT 2021,Hyundai,xe-hyundai-i10-1.2-at-2021-4853184,Sedan,Lắp ráp trong nước,"18,000 Km",Trắng,5 chỗ,1.25 L,,Số tự động,FWD - Dẫn động cầu trước,20000000,2021
438,Xe Ford Ranger XLS 2.0L 4x2 MT 2023,Ford,xe-ford-ranger-xls-2.0l-4x2-mt-2023-4604305,Bán tải / Pickup,Lắp ráp trong nước,0 Km,Đen,5 chỗ,2.2 L,,Số tay,RFD - Dẫn động cầu sau,15000000,2023
439,Xe Ford Ranger Wildtrak 2.0L 4x4 AT 2023,Ford,xe-ford-ranger-wildtrak-2.0l-4x4-at-2023-4811698,Bán tải / Pickup,Lắp ráp trong nước,0 Km,Trắng,5 chỗ,2.0 L,,Số tự động,4WD - Dẫn động 4 bánh,0,2023
440,Xe Kia Sorento Luxury 2.2 AT 2022,Kia,xe-kia-sorento-luxury-2.2-at-2022-3421305,SUV,Lắp ráp trong nước,0 Km,Đỏ,7 chỗ,2.2 L,,Số tự động,FWD - Dẫn động cầu trước,1134000000,2022
441,Xe Hyundai Tucson 2.0 AT CRDi 2020,Hyundai,xe-hyundai-tucson-2.0-at-crdi-2020-4919188,Crossover,Lắp ráp trong nước,"35,098 Km",Trắng,5 chỗ,2.0 L,,Số tự động,FWD - Dẫn động cầu trước,15000000,2020
442,Xe Lexus ES 250 2022,Lexus,xe-lexus-es-250-2022-4879389,Sedan,Nhập khẩu,"16,000 Km",Trắng,5 chỗ,2.5 L,,Số tự động,FWD - Dẫn động cầu trước,2535000000,2022
443,Xe Hyundai i10 1.2 AT 2023,Hyundai,xe-hyundai-i10-1.2-at-2023-2457693,Sedan,Lắp ráp trong nước,0 Km,Trắng,5 chỗ,1.25 L,,Số tự động,FWD - Dẫn động cầu trước,15000000,2023
444,Xe Hyundai Tucson 2.0ATH 2020,Hyundai,xe-hyundai-tucson-2.0ath-2020-4932830,SUV,Lắp ráp trong nước,"35,000 Km",Đen,5 chỗ,,Xăng,Số tự động,FWD - Dẫn động cầu trước,79000000,2020
445,Xe Honda Brio RS 2020,Honda,xe-honda-brio-rs-2020-4889259,Hatchback,Nhập khẩu,"17,000 Km",Đỏ,5 chỗ,1.2 L,,Số tự động,FWD - Dẫn động cầu trước,19000000,2020
446,Xe Mazda BT50 1.9L 4x2 AT 2023,Mazda,xe-mazda-bt50-1.9l-4x2-at-2023-4087222,Bán tải / Pickup,Nhập khẩu,0 Km,Ghi,5 chỗ,1.9 L,,Số tự động,RFD - Dẫn động cầu sau,89000000,2023
447,Xe Toyota Prado TXL 2.7L 2016,Toyota,xe-toyota-prado-txl-2.7l-2016-4919209,SUV,Nhập khẩu,11 Km,Trắng,7 chỗ,2.7 L,,Số tự động,4WD - Dẫn động 4 bánh,1490000000,2016
448,Xe Suzuki XL7 1.5 AT 2021,Suzuki,xe-suzuki-xl7-1.5-at-2021-4904966,SUV,Nhập khẩu,"16,099 Km",Xanh,7 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,38000000,2021
449,Xe Hyundai Tucson 2.0 ATH 2020,Hyundai,xe-hyundai-tucson-2.0-ath-2020-4820435,Crossover,Lắp ráp trong nước,"30,000 Km",Đen,5 chỗ,2.0 L,,Số tự động,FWD - Dẫn động cầu trước,80000000,2020
450,Xe Toyota Rush 1.5S AT 2020,Toyota,xe-toyota-rush-1.5s-at-2020-4777982,SUV,Nhập khẩu,"68,000 Km",Bạc,7 chỗ,1.5 L,,Số tự động,RFD - Dẫn động cầu sau,60000000,2020
451,Xe Mazda 3 1.5 AT 2015,Mazda,xe-mazda-3-1.5-at-2015-4881978,Sedan,Lắp ráp trong nước,6 Km,Bạc,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,29000000,2015
452,Xe Mercedes Benz GLC 300 4Matic 2020,Mercedes Benz,xe-mercedes_benz-glc-300-4matic-2020-4933359,SUV,Lắp ráp trong nước,"18,000 Km",Trắng,5 chỗ,2.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,1889000000,2020
453,Xe Mercedes Benz E class E200 Exclusive 2020,Mercedes Benz,xe-mercedes_benz-e_class-e200-exclusive-2020-4867118,Sedan,Lắp ráp trong nước,"21,000 Km",Đen,5 chỗ,2.0 L,,Số tự động,RFD - Dẫn động cầu sau,1599000000,2020
454,Xe Mercedes Benz E class E200 Exclusive 2022,Mercedes Benz,xe-mercedes_benz-e_class-e200-exclusive-2022-4917983,Sedan,Lắp ráp trong nước,"1,000 Km",Trắng,5 chỗ,2.0 L,,Số tự động,RFD - Dẫn động cầu sau,2139000000,2022
455,Xe Hyundai Kona 2.0 ATH 2018,Hyundai,xe-hyundai-kona-2.0-ath-2018-4920679,Crossover,Lắp ráp trong nước,"60,000 Km",Trắng,5 chỗ,2.0 L,,Số tự động,FWD - Dẫn động cầu trước,75000000,2018
456,Xe Chevrolet Colorado High Country 2.8L 4x4 AT 2017,Chevrolet,xe-chevrolet-colorado-high-country-2.8l-4x4-at-2017-4714893,Bán tải / Pickup,Nhập khẩu,"70,000 Km",Đen,5 chỗ,2.8 L,,Số tự động,4WD - Dẫn động 4 bánh,70000000,2017
457,Xe Mercedes Benz C class C250 CGI 2009,Mercedes Benz,xe-mercedes_benz-c_class-c250-cgi-2009-4379246,Sedan,Lắp ráp trong nước,"90,000 Km",Xanh,5 chỗ,1.8 L,,Số tự động,RFD - Dẫn động cầu sau,80000000,2009
458,Xe Chevrolet Captiva LTZ Maxx 2.4 AT 2010,Chevrolet,xe-chevrolet-captiva-ltz-maxx-2.4-at-2010-4903511,SUV,Lắp ráp trong nước,"60,000 Km",Vàng,7 chỗ,2.4 L,,Số tự động,FWD - Dẫn động cầu trước,95000000,2010
459,Xe Peugeot 508 1.6 AT 2015,Peugeot,xe-peugeot-508-1.6-at-2015-4777951,Sedan,Nhập khẩu,"65,000 Km",Đen,5 chỗ,1.6 L,,Số tự động,AWD - 4 bánh toàn thời gian,30000000,2015
460,Xe Kia Morning Si AT 2018,Kia,xe-kia-morning-si-at-2018-4895134,Hatchback,Lắp ráp trong nước,"68,000 Km",Trắng,5 chỗ,1.25 L,,Số tự động,FWD - Dẫn động cầu trước,25000000,2018
461,Xe MG 5 Luxury 1.5 AT 2022,MG,xe-mg-5-luxury-1.5-at-2022-4861250,Sedan,Nhập khẩu,"8,000 Km",Xám,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,35000000,2022
462,Xe Chevrolet Colorado High Country 2.5L 4x4 AT 2019,Chevrolet,xe-chevrolet-colorado-high-country-2.5l-4x4-at-2019-4928540,Bán tải / Pickup,Nhập khẩu,"45,000 Km",Trắng,5 chỗ,2.5 L,,Số tự động,4WD - Dẫn động 4 bánh,30000000,2019
463,Xe Kia Cerato 2.0 AT Premium 2021,Kia,xe-kia-cerato-2.0-at-premium-2021-4868453,Sedan,Lắp ráp trong nước,"19,000 Km",Đỏ,5 chỗ,2.0 L,,Số tự động,FWD - Dẫn động cầu trước,99000000,2021
464,Xe LandRover Range Rover SVAutobiography LWB 3.0 I6 2020,LandRover,xe-landrover-range_rover-svautobiography-lwb-3.0-i6-2020-4810671,SUV,Nhập khẩu,"15,000 Km",Xám,4 chỗ,3.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,10999000000,2020
465,Xe Hyundai SantaFe SLX 2009,Hyundai,xe-hyundai-santafe-slx-2009-4880796,SUV,Nhập khẩu,"80,000 Km",Bạc,7 chỗ,2.0 L,,Số tự động,FWD - Dẫn động cầu trước,80000000,2009
466,Xe Honda CRV L 2023,Honda,xe-honda-crv-l-2023-3798561,SUV,Lắp ráp trong nước,0 Km,Xanh,7 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,80000000,2023
467,Xe Mercedes Benz C class C300 AMG 2022,Mercedes Benz,xe-mercedes_benz-c_class-c300-amg-2022-4898452,Sedan,Nhập khẩu,0 Km,Xanh,5 chỗ,2.0 L,,Số tự động,RFD - Dẫn động cầu sau,2349000000,2022
468,Xe Mitsubishi Triton Athlete 4x4 AT 2023,Mitsubishi,xe-mitsubishi-triton-athlete-4x4-at-2023-4229271,Bán tải / Pickup,Nhập khẩu,0 Km,Đen,5 chỗ,2.4 L,,Số tự động,4WD - Dẫn động 4 bánh,5000000,2023
